OTU id	GC content	stem length	length of U-rich sequence	# of prediction / CDS	# of prediction / KB in IGR	gene length	loop length	gene number	genome size	igr length	# downstream	# threeprime	Taxonomy
OTU-21285	29.41643	11	7	0.093	2.098	1048920	4.5	1188	1087529	38609	44	67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003282975
OTU-21332	65.21368	13	3	0.477	3.961	4062000	4	4111	4727790	665790	1494	467	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas arboricola_B
OTU-21339	53.33865	13	7	0.374	4.112	1703493	4	1614	1940095	236602	505	98	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__
OTU-21365	58.31452	13	5	0.169	4.969	1610403	4	1510	1676810	66407	173	82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002729115
OTU-21378	62.7522199999999	13	4	0.384	5.08	5803245	4	5612	6386165	582920	1509	648	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__Janthinobacterium lividum
OTU-21400	50.06391	11	5	0.298	3.102	5680848	4	5168	6419636	738788	1047	495	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-50-93;g__GWF2-50-93;s__GWF2-50-93 sp001804815
OTU-21401	72.98674	16	0	0.374	5.028	2555412	4	2629	2773210	217798	668	315	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus carbonis
OTU-21405	34.5812	15	8	0.436	3.536	3417849	5	3941	3999909	582060	1156	563	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus_A;s__Lysinibacillus_A massiliensis
OTU-21417	30.4831699999999	10	8	0.107	1.967	1339521	5	1298	1400021	60500	51	88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__TMED96;s__TMED96 sp002171475
OTU-21450	49.81198	13	5	0.182	1.919	2959377	5	3441	3480944	521567	521	106	d__Bacteria;p__Firmicutes_K;c__Alicyclobacillia;o__Alicyclobacillales;f__Alicyclobacillaceae;g__;s__
OTU-21465	59.49339	12	5	0.413	5.519	3030696	4	3131	3372076	341380	931	362	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Oceanimonas;s__Oceanimonas sp003049725
OTU-21491	38.5570099999999	13	7	0.307	3.25	3642639	4	3563	4107843	465204	709	384	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella pelovolcani
OTU-21519	37.93963	16	7	0.398	3.37	2496129	5	2707	2871467	375338	731	347	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Amphibacillaceae;g__Halolactibacillus;s__Halolactibacillus alkaliphilus
OTU-21524	67.03649	13	3	0.412	5.188	3088368	4	3140	3421069	332701	902	392	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_C;s__Halomonas_C sp001577635
OTU-21535	59.00345	13	4	0.323	3.471	3982773	4	4287	4533090	550317	1102	283	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_C;s__Halomonas_C lutea
OTU-21549	57.77109	12	5	0.23	3.182	3372756	4	3686	3699256	326500	587	262	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sp001419985
OTU-21581	48.37998	14	6.5	0.305	4.439	2847891	5	2857	3138747	290856	640	230	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
OTU-21615	34.27496	10	6	0.32	2.174	3601932	5	4171	4263418	661486	884	451	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Geminocystis;s__Geminocystis herdmanii
OTU-21657	42.77748	15	7	0.37	3.819	4563357	5	4801	5264638	701281	1381	394	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Fontibacillus;s__Fontibacillus panacisegetis
OTU-21658	42.8132699999999	11	6	0.133	1.379	2573868	6	3094	3022102	448234	280	133	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__BuS5;g__S5133MH16;s__S5133MH16 sp001751005
OTU-21679	68.93603	13	0	0.249	3.827	3552585	4	3693	3808117	255532	512	406	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCN-69-89;s__SCN-69-89 sp001724855
OTU-21702	49.95681	12	6	0.164	2.846	2832234	4	2871	3066610	234376	333	137	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__Robiginitomaculum_A sp002733605
OTU-21713	64.36979	13	4	0.473	5.884	5935620	4	6315	6694413	758793	2306	678	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas nitroreducens_A
OTU-21763	62.4928	12	4	0.418	4.212	5328576	4	5820	6132387	803811	1849	582	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium lablabi_B
OTU-21770	36.51361	10.5	7	0.131	1.458	649950	5	796	711694	61744	51	53	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__GWB1-37-8;s__GWB1-37-8 sp001782645
OTU-21772	30.96475	11	8	0.2	3.229	1247979	5	1222	1330049	82070	145	99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
OTU-21774	60.21242	13	4	0.321	4.578	3513189	4	3495	3840851	327662	837	284	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas hydrothermalis
OTU-21794	52.29523	15	6	0.315	3.831	3498927	5	3519	3890464	391537	791	317	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__
OTU-21803	62.09474	13	3	0.426	4.15	2067582	4	2072	2377193	309611	720	163	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma phocaeensis
OTU-21804	59.7846099999999	14	5	0.4	4.993	5497011	5	5580	6107088	610077	1752	481	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AH
OTU-21805	35.0800699999999	9	6.5	0.07	1.827	781749	4	852	801456	19707	19	41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__
OTU-21819	40.25502	11	6	0.156	1.9	2990070	5	3236	3338442	348372	330	174	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__SZUA-3;s__SZUA-3 sp003232185
OTU-21824	48.2661899999999	14	7	0.348	4.425	1633512	4	1673	1815442	181930	378	205	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__
OTU-21827	57.4801799999999	16	6	0.362	3.681	2834982	5	2874	3300405	465423	783	256	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__
OTU-21846	72.8899099999999	16	0	0.463	4.332	5600031	4	5576	6275885	675854	1755	826	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora halophytica
OTU-21854	49.97516	15	7	0.463	3.552	2816406	5	3261	3261818	445412	810	701	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus_B;s__Planococcus_B plakortidis
OTU-21927	53.14213	14	6	0.335	4.802	3044418	5	2758	3359263	314845	748	175	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__
OTU-21930	35.83141	15	7	0.43	2.851	4168356	5	4991	5157153	988797	1384	764	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp001275675
OTU-21949	50.6224499999999	11	6	0.293	3.428	3890460	4	3916	4378835	488375	846	301	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Lacimicrobium;s__Lacimicrobium alkaliphilum_B
OTU-21974	71.55822	15	0	0.432	4.234	7708107	4	7964	8771919	1063812	2544	896	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus melanogenes
OTU-21997	67.9805399999999	14	0	0.368	3.094	6650220	5	6764	7587958	937738	1808	680	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia pneumoniae
OTU-22001	53.28665	14	6	0.282	4.988	1816407	5	1981	1992234	175827	423	136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__
OTU-22016	63.75272	12	4	0.297	3.939	4578996	4	4383	5020969	441973	873	429	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp000768065
OTU-22022	41.40737	13	7	0.314	4.068	3557634	4	3337	3882610	324976	686	361	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp001593605
OTU-22034	54.84298	13	6	0.335	4.769	2613060	4	2806	2881871	268811	534	407	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__UBA3855 sp900316885
OTU-22039	41.7836099999999	17	6	0.49	5.06	4668015	3	4862	5386752	718737	1589	791	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena frigida
OTU-22056	51.39987	15	7	0.495	3.744	4470333	4	4437	5502314	1031981	1721	474	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Rufibacter;s__Rufibacter ruber
OTU-22069	41.03886	15	7	0.309	2.968	818325	5	857	940304	121979	224	41	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__GWE2-41-16;s__GWE2-41-16 sp000996695
OTU-22104	68.43226	13	0	0.411	3.586	4931127	4	5587	5796264	865137	1617	677	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp001455965
OTU-22116	72.84513	16	0	0.427	4.175	5765301	4	5929	6439791	674490	1647	886	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__
OTU-22123	37.40188	15	7	0.375	3.583	2401947	5	2774	2709523	307576	619	421	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alkalibacillaceae;g__Halalkalibacillus;s__Halalkalibacillus halophilus
OTU-22153	40.9200699999999	13	8	0.462	4.411	2895093	4	3228	3393586	498493	1258	233	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__
OTU-22155	40.57452	14	7	0.228	3.039	2539857	5	2715	2831393	291536	444	176	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
OTU-22198	47.29303	14	6	0.255	2.913	2495154	5	2597	2830222	335068	498	164	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
OTU-22199	48.2630199999999	15	6	0.283	3.855	3965907	5	4457	4467273	501366	945	315	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__
OTU-22200	63.1865899999999	12	4	0.26	3.557	4233507	4	4621	4615538	382031	780	421	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Flavimaricola;s__
OTU-2221	46.2622999999999	11	5	0.221	1.91	1435023	5	1714	1615637	180614	222	157	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__
OTU-22229	48.77367	12	5	0.205	3.388	2771958	4	2884	2982417	210459	392	200	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__Amylibacter_A kogurei
OTU-22289	54.89008	13	5	0.186	2.08	4590780	5	5070	5176795	586015	702	241	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__
OTU-22293	70.5557599999999	15	0	0.314	5.135	3763254	4	3951	4029279	266025	799	442	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
OTU-22295	45.6171	14	6	0.265	3.194	5696067	4	5438	6289315	593248	1061	380	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter alkalitolerans
OTU-22309	57.69189	12	4	0.281	3.692	3446448	5	3439	3796105	349657	696	270	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D salegens
OTU-22317	63.52914	12	4	0.449	3.185	2194761	5	2287	2622663	427902	745	281	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__Salinibacter sp003022565
OTU-22331	63.79734	14	4	0.411	4.48	3779214	4	3675	4224523	445309	1038	474	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__
OTU-22340	67.01804	12	3	0.211	3.296	2804226	4	3104	3035128	230902	376	278	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__
OTU-22360	61.56838	11	4	0.239	4.28	2121618	4	2271	2267640	146022	338	205	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__UBA3361;s__UBA3361 sp002782005
OTU-22386	30.49754	14	8	0.262	2.934	2356380	5	2169	2637611	281231	401	168	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA10566;s__UBA10566 sp002423895
OTU-22405	46.70532	9	6	0.096	1.939	672498	4	742	711173	38675	37	34	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__RBG-13-46-13;s__RBG-13-46-13 sp001791995
OTU-22410	32.91179	13	8	0.271	3.512	1163406	4	1171	1275874	112468	216	101	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__UBA6772 sp002453265
OTU-22411	44.2059	13	7	0.294	3.069	1758729	5	1904	2031420	272691	434	126	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__
OTU-22412	70.83769	17	0	0.36	4.178	6148521	4	6589	6803655	655134	1553	817	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__
OTU-22426	60.32154	13	4	0.376	4.098	3823458	4	3976	4308853	485395	1104	391	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A xanthomarina
OTU-22440	60.55025	13	4	0.346	3.419	5498442	4	6260	6347222	848780	1553	614	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp900465665
OTU-22450	50.0280599999999	11	5	0.159	2.304	1919277	5	2094	2115416	196139	245	87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002726375
OTU-22464	69.28671	14	0	0.385	3.906	3176619	4	3268	3557814	381195	870	388	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA6103;s__UBA6103 sp002423545
OTU-22491	64.04019	14	3	0.39	3.133	3277017	4	3187	3877025	600008	935	307	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter sp002159915
OTU-22512	57.1998	12	4	0.237	2.463	5019582	5	5775	5747986	728404	997	372	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Phyllobacterium;s__Phyllobacterium brassicacearum
OTU-22523	67.15288	12	0	0.236	2.513	2773107	5	3109	3110212	337105	448	287	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__UBA8190;s__UBA8190 sp003453695
OTU-22544	66.48892	12	3	0.277	3.848	3135249	5	3025	3429669	294420	627	212	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__
OTU-22559	49.3862699999999	16	6	0.317	2.959	5172267	5	5154	5905968	733701	1300	333	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_C;s__Paenibacillus_C oryzae
OTU-2256	56.09046	11	5	0.401	4.781	2463108	5	2046	2751124	288016	556	265	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp002394305
OTU-22567	41.54907	11	6	0.142	2.084	3028155	5	2802	3259411	231256	230	168	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__1G12;g__UBA10426;s__UBA10426 sp003499525
OTU-22589	29.5461499999999	13	8	0.277	3.711	3127233	4	2983	3391846	264613	560	265	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__
OTU-22607	64.63163	15	3	0.231	3.102	5313228	5	5414	5760044	446816	851	398	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp002258315
OTU-22622	42.86489	11	6	0.165	2.015	1153308	5	1359	1297202	143894	160	64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__;s__
OTU-22634	48.3666599999999	14	6	0.431	5.107	2439990	5	2250	2797127	357137	735	235	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
OTU-22655	62.51351	15	5	0.501	4.671	4267803	4	4467	5027597	759794	1647	590	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter nivis
OTU-22736	65.87035	12	3	0.358	3.712	5352393	4	5040	5976631	624238	1263	540	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Roseateles;s__Roseateles sp900109745
OTU-22750	38.9025199999999	13	8	0.442	4.439	3602847	5	3761	4140759	537912	1399	263	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__
OTU-22777	63.10411	13	3	0.393	3.464	8526648	4	9624	10111113	1584465	2919	862	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp001641635
OTU-22793	43.47283	14	7	0.324	4.051	6430350	5	5542	7071115	640765	1249	549	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus
OTU-22801	36.7459799999999	11	6	0.185	2.563	3208518	4	3271	3437906	229388	324	280	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Halobacteriovorax;s__Halobacteriovorax marinus
OTU-22844	59.9715799999999	15	5	0.448	5.564	1831434	5	1892	2073342	241908	674	174	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-22862	34.74693	11	7	0.15	2.287	1022301	4	1202	1118955	96654	103	77	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__GWC2-37-13;s__GWC2-37-13 sp000990565
OTU-22875	47.525	16	8	0.344	5.029	3055614	5	2800	3344512	288898	726	236	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__
OTU-22876	65.51184	12	3	0.406	3.33	4426359	4	4269	5112838	686479	1262	472	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Ga0077529;g__GCA-2702655;s__
OTU-22878	40.25584	10	7	0.129	2.759	1525362	5	1500	1616686	91324	105	88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891;s__UBA11891 sp003533785
OTU-22906	47.66324	15	6	0.47	3.911	2231379	5	2583	2718164	486785	977	238	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__
OTU-22934	38.24303	13	6	0.309	2.468	4697202	5	4755	5544917	847715	1075	396	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter borealis
OTU-22956	51.07773	16	6	0.411	3.773	6660594	5	6636	7718525	1057931	2270	457	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp000758605
OTU-23004	41.01518	13	7	0.269	3.154	2308503	5	2761	2620760	312257	491	252	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__
OTU-23048	50.04373	14	6	0.329	3.374	2185449	5	2165	2547962	362513	562	150	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_H;s__Eubacterium_H sp002394235
OTU-23107	65.29361	11	4	0.44	5.573	4281342	4	3867	4713391	432049	1219	481	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__
OTU-23116	66.27796	13	3	0.402	4.503	5463189	4	5798	6143658	680469	1762	569	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger pacifica
OTU-23130	65.25028	13	3	0.458	4.649	4212357	4	4137	4758053	545696	1351	543	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella jiangningensis_C
OTU-23159	65.12602	11	4	0.309	4.549	3200850	4	3127	3460705	259855	614	352	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA2377;s__UBA2377 sp002344205
OTU-23183	39.66401	13	8	0.444	4.977	1846053	5	1953	2079121	233068	680	188	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella multocida_A
OTU-23216	60.31324	12	4	0.279	4.039	3491109	4	3724	3840202	349093	740	300	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio sp002304785
OTU-23286	62.31472	12	4	0.35	3.723	5707842	4	6342	6547395	839553	1635	584	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp000359125
OTU-23301	40.2784	14	6	0.313	4.789	3355437	4	3455	3599944	244507	577	503	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__OLB14 sp002345215
OTU-23329	60.02593	15	5	0.469	5.256	1675560	5	1700	1920412	244852	635	163	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-23337	63.3257	15	5	0.578	5.504	2043477	4	1909	2381599	338122	980	124	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
OTU-23355	68.53592	14	0	0.302	3.922	2750958	4	2642	2990149	239191	538	259	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Aestuariimicrobium;s__Aestuariimicrobium kwangyangense
OTU-23358	44.5426	13	7	0.35	4.16	3570537	4	3606	3983546	413009	930	333	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003096035
